Time [s],Current,Voltage
0.000078692,0.296,3.044
0.000142692,0.294,3.044
0.000206692,0.285,3.057
0.000270692,0.268,3.077
0.000334692,0.248,3.104
0.000398692,0.227,3.131
0.000462692,0.209,3.155
0.000526692,0.197,3.171
0.000590692,0.194,3.179
0.000654692,0.196,3.175
0.000718692,0.207,3.163
0.000782692,0.223,3.142
0.000846692,0.244,3.115
0.000910692,0.264,3.089
0.000974692,0.282,3.065
0.001038692,0.293,3.048
0.001102692,0.297,3.043
0.001166692,0.292,3.048
0.001230692,0.279,3.063
0.001294692,0.261,3.087
0.001358692,0.241,3.114
0.001422692,0.220,3.141
0.001486692,0.204,3.163
0.001550692,0.194,3.175
0.001614692,0.194,3.179
0.001678692,0.200,3.171
0.001742692,0.212,3.156
0.001806692,0.231,3.131
0.001870692,0.252,3.104
0.001934692,0.271,3.078
0.001998692,0.287,3.058
0.002062692,0.296,3.044
0.002126692,0.296,3.043
0.002190692,0.287,3.051
0.002254692,0.274,3.070
0.002318692,0.253,3.096
0.002382692,0.233,3.123
0.002446692,0.215,3.149
0.002510692,0.201,3.167
0.002574692,0.194,3.176
0.002638692,0.196,3.175
0.002702692,0.204,3.165
0.002766692,0.219,3.148
0.002830692,0.238,3.121
0.002894692,0.260,3.095
0.002958692,0.278,3.070
0.003022692,0.292,3.053
0.003086692,0.297,3.043
0.003150692,0.294,3.044
0.003214692,0.283,3.058
0.003278692,0.267,3.081
0.003342692,0.246,3.107
0.003406692,0.224,3.134
0.003470692,0.208,3.157
0.003534692,0.197,3.172
0.003598692,0.193,3.178
0.003662692,0.198,3.174
0.003726692,0.209,3.160
0.003790692,0.226,3.138
0.003854692,0.246,3.112
0.003918692,0.267,3.087
0.003982692,0.283,3.062
0.004046692,0.294,3.047
0.004110692,0.297,3.043
0.004174692,0.292,3.050
0.004238692,0.278,3.066
0.004302692,0.259,3.089
0.004366692,0.238,3.118
0.004430692,0.218,3.144
0.004494692,0.203,3.164
0.004558692,0.194,3.175
0.004622692,0.194,3.178
0.004686692,0.201,3.169
0.004750692,0.215,3.153
0.004814692,0.234,3.130
0.004878692,0.255,3.102
0.004942692,0.274,3.076
0.005006692,0.289,3.055
0.005070692,0.297,3.043
0.005134692,0.296,3.042
0.005198692,0.287,3.054
0.005262692,0.271,3.074
0.005326692,0.252,3.099
0.005390692,0.230,3.126
0.005454692,0.212,3.152
0.005518692,0.200,3.169
0.005582692,0.194,3.178
0.005646692,0.196,3.175
0.005710692,0.205,3.164
0.005774692,0.222,3.145
0.005838692,0.241,3.118
0.005902692,0.263,3.091
0.005966692,0.281,3.066
0.006030692,0.293,3.048
0.006094692,0.297,3.042
0.006158692,0.294,3.044
0.006222692,0.282,3.059
0.006286692,0.264,3.082
0.006350692,0.244,3.110
0.006414692,0.223,3.137
0.006478692,0.205,3.159
0.006542692,0.197,3.172
0.006606692,0.194,3.178
0.006670692,0.200,3.171
0.006734692,0.211,3.157
0.006798692,0.230,3.133
0.006862692,0.250,3.107
0.006926692,0.270,3.081
0.006990692,0.286,3.058
0.007054692,0.296,3.044
0.007118692,0.297,3.042
0.007182692,0.290,3.050
0.007246692,0.277,3.068
0.007310692,0.256,3.092
0.007374692,0.235,3.119
0.007438692,0.216,3.145
0.007502692,0.203,3.165
0.007566692,0.194,3.175
0.007630692,0.194,3.175
0.007694692,0.203,3.167
0.007758692,0.218,3.149
0.007822692,0.237,3.125
0.007886692,0.257,3.097
0.007950692,0.277,3.073
0.008014692,0.290,3.053
0.008078692,0.297,3.043
0.008142692,0.296,3.043
0.008206692,0.286,3.055
0.008270692,0.268,3.076
0.008334692,0.249,3.103
0.008398692,0.229,3.130
0.008462692,0.209,3.153
0.008526692,0.198,3.171
0.008590692,0.193,3.178
0.008654692,0.197,3.175
0.008718692,0.208,3.163
0.008782692,0.223,3.141
0.008846692,0.244,3.115
0.008910692,0.266,3.088
0.008974692,0.282,3.065
0.009038692,0.294,3.048
0.009102692,0.297,3.042
0.009166692,0.293,3.047
0.009230692,0.281,3.063
0.009294692,0.261,3.085
0.009358692,0.241,3.114
0.009422692,0.220,3.140
0.009486692,0.204,3.163
0.009550692,0.196,3.174
0.009614692,0.194,3.178
0.009678692,0.200,3.171
0.009742692,0.212,3.156
0.009806692,0.231,3.131
0.009870692,0.252,3.106
0.009934692,0.272,3.080
0.009998692,0.287,3.058
0.010062692,0.296,3.044
0.010126692,0.296,3.042
0.010190692,0.289,3.053
0.010254692,0.274,3.072
0.010318692,0.253,3.097
0.010382692,0.233,3.125
0.010446692,0.213,3.149
0.010510692,0.201,3.168
0.010574692,0.194,3.178
0.010638692,0.196,3.176
0.010702692,0.204,3.167
0.010766692,0.219,3.148
0.010830692,0.240,3.123
0.010894692,0.260,3.096
0.010958692,0.279,3.070
0.011022692,0.292,3.053
0.011086692,0.297,3.043
0.011150692,0.294,3.044
0.011214692,0.283,3.058
0.011278692,0.266,3.080
0.011342692,0.246,3.107
0.011406692,0.226,3.134
0.011470692,0.208,3.156
0.011534692,0.197,3.172
0.011598692,0.194,3.178
0.011662692,0.197,3.174
0.011726692,0.209,3.159
0.011790692,0.226,3.138
0.011854692,0.246,3.111
0.011918692,0.267,3.085
0.011982692,0.283,3.062
0.012046692,0.294,3.047
0.012110692,0.297,3.042
0.012174692,0.292,3.048
0.012238692,0.278,3.066
0.012302692,0.259,3.089
0.012366692,0.238,3.116
0.012430692,0.219,3.144
0.012494692,0.203,3.163
0.012558692,0.194,3.175
0.012622692,0.194,3.176
0.012686692,0.201,3.168
0.012750692,0.213,3.153
0.012814692,0.234,3.129
0.012878692,0.255,3.102
0.012942692,0.274,3.074
0.013006692,0.287,3.054
0.013070692,0.296,3.044
0.013134692,0.296,3.043
0.013198692,0.287,3.054
0.013262692,0.271,3.074
0.013326692,0.250,3.100
0.013390692,0.230,3.127
0.013454692,0.212,3.152
0.013518692,0.198,3.169
0.013582692,0.193,3.178
0.013646692,0.196,3.176
0.013710692,0.205,3.165
0.013774692,0.222,3.145
0.013838692,0.241,3.119
0.013902692,0.261,3.092
0.013966692,0.279,3.068
0.014030692,0.292,3.050
0.014094692,0.297,3.043
0.014158692,0.293,3.046
0.014222692,0.281,3.062
0.014286692,0.263,3.084
0.014350692,0.242,3.111
0.014414692,0.222,3.138
0.014478692,0.205,3.160
0.014542692,0.196,3.175
0.014606692,0.193,3.179
0.014670692,0.197,3.174
0.014734692,0.211,3.159
0.014798692,0.229,3.137
0.014862692,0.249,3.110
0.014926692,0.270,3.084
0.014990692,0.285,3.061
0.015054692,0.294,3.047
0.015118692,0.296,3.042
0.015182692,0.289,3.051
0.015246692,0.275,3.070
0.015310692,0.256,3.093
0.015374692,0.235,3.121
0.015438692,0.215,3.146
0.015502692,0.201,3.167
0.015566692,0.194,3.176
0.015630692,0.194,3.178
0.015694692,0.203,3.168
0.015758692,0.218,3.152
0.015822692,0.237,3.127
0.015886692,0.256,3.099
0.015950692,0.275,3.073
0.016014692,0.290,3.054
0.016078692,0.297,3.044
0.016142692,0.294,3.044
0.016206692,0.285,3.057
0.016270692,0.268,3.077
0.016334692,0.248,3.104
0.016398692,0.227,3.131
0.016462692,0.209,3.156
0.016526692,0.197,3.172
0.016590692,0.193,3.179
0.016654692,0.196,3.176
0.016718692,0.207,3.163
0.016782692,0.223,3.141
0.016846692,0.244,3.116
0.016910692,0.264,3.088
0.016974692,0.282,3.066
0.017038692,0.293,3.048
0.017102692,0.297,3.043
0.017166692,0.292,3.048
0.017230692,0.279,3.063
0.017294692,0.260,3.087
0.017358692,0.241,3.114
0.017422692,0.220,3.141
0.017486692,0.204,3.163
0.017550692,0.194,3.175
0.017614692,0.193,3.178
0.017678692,0.200,3.171
0.017742692,0.213,3.156
0.017806692,0.231,3.133
0.017870692,0.252,3.104
0.017934692,0.271,3.078
0.017998692,0.287,3.058
0.018062692,0.296,3.046
0.018126692,0.296,3.043
0.018190692,0.287,3.053
0.018254692,0.274,3.072
0.018318692,0.253,3.096
0.018382692,0.233,3.123
0.018446692,0.213,3.149
0.018510692,0.200,3.168
0.018574692,0.194,3.176
0.018638692,0.196,3.176
0.018702692,0.204,3.165
0.018766692,0.219,3.146
0.018830692,0.240,3.122
0.018894692,0.260,3.095
0.018958692,0.278,3.070
0.019022692,0.290,3.051
0.019086692,0.297,3.043
0.019150692,0.294,3.044
0.019214692,0.283,3.058
0.019278692,0.267,3.078
0.019342692,0.246,3.106
0.019406692,0.226,3.133
0.019470692,0.208,3.156
0.019534692,0.197,3.172
0.019598692,0.194,3.178
0.019662692,0.198,3.174
0.019726692,0.208,3.160
0.019790692,0.226,3.140
0.019854692,0.246,3.112
0.019918692,0.267,3.085
0.019982692,0.285,3.062
0.020046692,0.294,3.047
0.020110692,0.297,3.042
0.020174692,0.292,3.048
0.020238692,0.277,3.066
0.020302692,0.259,3.091
0.020366692,0.237,3.116
0.020430692,0.219,3.144
0.020494692,0.203,3.164
0.020558692,0.196,3.176
0.020622692,0.194,3.178
0.020686692,0.201,3.169
0.020750692,0.215,3.153
0.020814692,0.234,3.129
0.020878692,0.255,3.102
0.020942692,0.274,3.076
0.021006692,0.289,3.055
0.021070692,0.297,3.044
0.021134692,0.296,3.043
0.021198692,0.286,3.054
0.021262692,0.271,3.074
0.021326692,0.250,3.100
0.021390692,0.230,3.127
0.021454692,0.212,3.152
0.021518692,0.200,3.169
0.021582692,0.194,3.178
0.021646692,0.196,3.175
0.021710692,0.205,3.164
0.021774692,0.222,3.144
0.021838692,0.242,3.119
0.021902692,0.263,3.091
0.021966692,0.281,3.068
0.022030692,0.293,3.050
0.022094692,0.297,3.042
0.022158692,0.293,3.046
0.022222692,0.282,3.059
0.022286692,0.264,3.082
0.022350692,0.244,3.110
0.022414692,0.223,3.137
0.022478692,0.207,3.160
0.022542692,0.197,3.172
0.022606692,0.194,3.176
0.022670692,0.198,3.171
0.022734692,0.212,3.157
0.022798692,0.229,3.134
0.022862692,0.250,3.107
0.022926692,0.271,3.081
0.022990692,0.286,3.058
0.023054692,0.296,3.044
0.023118692,0.297,3.042
0.023182692,0.290,3.050
0.023246692,0.275,3.068
0.023310692,0.257,3.092
0.023374692,0.235,3.119
0.023438692,0.216,3.145
0.023502692,0.203,3.165
0.023566692,0.194,3.175
0.023630692,0.194,3.176
0.023694692,0.203,3.167
0.023758692,0.218,3.149
0.023822692,0.237,3.125
0.023886692,0.257,3.097
0.023950692,0.277,3.072
0.024014692,0.290,3.053
0.024078692,0.297,3.043
0.024142692,0.296,3.044
0.024206692,0.285,3.055
0.024270692,0.268,3.076
0.024334692,0.249,3.103
0.024398692,0.227,3.130
0.024462692,0.211,3.155
0.024526692,0.198,3.171
0.024590692,0.193,3.178
0.024654692,0.197,3.175
0.024718692,0.207,3.161
0.024782692,0.223,3.141
0.024846692,0.244,3.115
0.024910692,0.264,3.088
0.024974692,0.282,3.065
0.025038692,0.293,3.048
0.025102692,0.297,3.042
0.025166692,0.293,3.047
0.025230692,0.279,3.062
0.025294692,0.261,3.087
0.025358692,0.241,3.114
0.025422692,0.220,3.140
0.025486692,0.204,3.161
0.025550692,0.196,3.175
0.025614692,0.194,3.178
0.025678692,0.200,3.171
0.025742692,0.213,3.156
0.025806692,0.231,3.133
0.025870692,0.252,3.104
0.025934692,0.272,3.077
0.025998692,0.287,3.058
0.026062692,0.296,3.046
0.026126692,0.297,3.042
0.026190692,0.289,3.051
0.026254692,0.274,3.072
0.026318692,0.253,3.097
0.026382692,0.233,3.125
0.026446692,0.213,3.149
0.026510692,0.200,3.168
0.026574692,0.194,3.178
0.026638692,0.194,3.178
0.026702692,0.204,3.167
0.026766692,0.219,3.146
0.026830692,0.240,3.122
0.026894692,0.260,3.095
0.026958692,0.278,3.070
0.027022692,0.290,3.053
0.027086692,0.297,3.043
0.027150692,0.293,3.046
0.027214692,0.283,3.059
0.027278692,0.266,3.081
0.027342692,0.246,3.108
0.027406692,0.224,3.134
0.027470692,0.208,3.159
0.027534692,0.196,3.174
0.027598692,0.192,3.178
0.027662692,0.197,3.174
0.027726692,0.208,3.161
0.027790692,0.226,3.138
0.027854692,0.246,3.112
0.027918692,0.267,3.085
0.027982692,0.283,3.062
0.028046692,0.294,3.047
0.028110692,0.297,3.042
0.028174692,0.292,3.048
0.028238692,0.278,3.066
0.028302692,0.259,3.091
0.028366692,0.238,3.116
0.028430692,0.219,3.142
0.028494692,0.203,3.163
0.028558692,0.194,3.175
0.028622692,0.194,3.176
0.028686692,0.201,3.168
0.028750692,0.215,3.152
0.028814692,0.234,3.129
0.028878692,0.255,3.100
0.028942692,0.274,3.076
0.029006692,0.289,3.055
0.029070692,0.297,3.043
0.029134692,0.296,3.042
0.029198692,0.287,3.054
0.029262692,0.271,3.073
0.029326692,0.250,3.100
0.029390692,0.230,3.126
0.029454692,0.212,3.152
0.029518692,0.200,3.169
0.029582692,0.193,3.176
0.029646692,0.196,3.175
0.029710692,0.205,3.164
0.029774692,0.222,3.144
0.029838692,0.242,3.118
0.029902692,0.263,3.091
0.029966692,0.281,3.066
0.030030692,0.293,3.050
0.030094692,0.297,3.042
0.030158692,0.294,3.046
0.030222692,0.282,3.061
0.030286692,0.264,3.082
0.030350692,0.244,3.111
0.030414692,0.223,3.137
0.030478692,0.207,3.159
0.030542692,0.196,3.174
0.030606692,0.194,3.179
0.030670692,0.198,3.172
0.030734692,0.211,3.159
0.030798692,0.229,3.135
0.030862692,0.249,3.110
0.030926692,0.270,3.081
0.030990692,0.286,3.061
0.031054692,0.296,3.046
0.031118692,0.297,3.043
0.031182692,0.290,3.053
0.031246692,0.275,3.069
0.031310692,0.256,3.093
0.031374692,0.234,3.122
0.031438692,0.216,3.148
0.031502692,0.201,3.167
0.031566692,0.194,3.178
0.031630692,0.194,3.178
0.031694692,0.203,3.168
0.031758692,0.218,3.149
0.031822692,0.237,3.126
0.031886692,0.257,3.099
0.031950692,0.277,3.073
0.032014692,0.290,3.054
0.032078692,0.297,3.044
0.032142692,0.296,3.044
0.032206692,0.285,3.057
0.032270692,0.268,3.078
0.032334692,0.249,3.104
0.032398692,0.227,3.131
0.032462692,0.209,3.156
0.032526692,0.198,3.172
0.032590692,0.194,3.178
0.032654692,0.197,3.175
0.032718692,0.208,3.163
0.032782692,0.224,3.142
0.032846692,0.244,3.115
0.032910692,0.266,3.089
0.032974692,0.282,3.065
0.033038692,0.293,3.048
0.033102692,0.297,3.043
0.033166692,0.292,3.048
0.033230692,0.279,3.063
0.033294692,0.261,3.087
0.033358692,0.241,3.114
0.033422692,0.220,3.140
0.033486692,0.204,3.163
0.033550692,0.196,3.176
0.033614692,0.194,3.178
0.033678692,0.200,3.172
0.033742692,0.212,3.156
0.033806692,0.231,3.133
0.033870692,0.252,3.106
0.033934692,0.271,3.080
0.033998692,0.286,3.058
0.034062692,0.296,3.046
0.034126692,0.297,3.044
0.034190692,0.287,3.053
0.034254692,0.274,3.072
0.034318692,0.253,3.097
0.034382692,0.233,3.125
0.034446692,0.213,3.149
0.034510692,0.200,3.168
0.034574692,0.193,3.178
0.034638692,0.194,3.176
0.034702692,0.204,3.167
0.034766692,0.219,3.146
0.034830692,0.238,3.122
0.034894692,0.260,3.095
0.034958692,0.278,3.070
0.035022692,0.292,3.051
0.035086692,0.297,3.042
0.035150692,0.294,3.044
0.035214692,0.283,3.059
0.035278692,0.266,3.081
0.035342692,0.245,3.107
0.035406692,0.224,3.134
0.035470692,0.208,3.157
0.035534692,0.197,3.172
0.035598692,0.193,3.178
0.035662692,0.197,3.174
0.035726692,0.209,3.160
0.035790692,0.226,3.138
0.035854692,0.246,3.111
0.035918692,0.267,3.084
0.035982692,0.283,3.061
0.036046692,0.294,3.046
0.036110692,0.297,3.042
0.036174692,0.292,3.048
0.036238692,0.277,3.066
0.036302692,0.259,3.091
0.036366692,0.237,3.118
0.036430692,0.218,3.144
0.036494692,0.203,3.164
0.036558692,0.194,3.176
0.036622692,0.194,3.178
0.036686692,0.200,3.169
0.036750692,0.215,3.152
0.036814692,0.233,3.129
0.036878692,0.255,3.103
0.036942692,0.274,3.077
0.037006692,0.287,3.057
0.037070692,0.296,3.044
0.037134692,0.296,3.044
0.037198692,0.287,3.054
0.037262692,0.271,3.074
0.037326692,0.250,3.100
0.037390692,0.230,3.129
0.037454692,0.212,3.153
0.037518692,0.198,3.169
0.037582692,0.194,3.178
0.037646692,0.196,3.176
0.037710692,0.205,3.165
0.037774692,0.222,3.145
0.037838692,0.242,3.119
0.037902692,0.261,3.092
0.037966692,0.281,3.068
0.038030692,0.293,3.050
0.038094692,0.297,3.043
0.038158692,0.293,3.046
0.038222692,0.281,3.061
0.038286692,0.264,3.084
0.038350692,0.244,3.111
0.038414692,0.223,3.137
0.038478692,0.207,3.160
0.038542692,0.196,3.174
0.038606692,0.194,3.178
0.038670692,0.198,3.172
0.038734692,0.211,3.157
0.038798692,0.229,3.135
0.038862692,0.249,3.108
0.038926692,0.270,3.081
0.038990692,0.286,3.059
0.039054692,0.296,3.046
0.039118692,0.297,3.042
0.039182692,0.290,3.050
0.039246692,0.275,3.068
0.039310692,0.256,3.093
0.039374692,0.235,3.119
0.039438692,0.216,3.146
0.039502692,0.203,3.165
0.039566692,0.194,3.175
0.039630692,0.194,3.176
0.039694692,0.203,3.168
0.039758692,0.218,3.149
0.039822692,0.237,3.125
0.039886692,0.257,3.097
0.039950692,0.277,3.072
0.040014692,0.290,3.053
0.040078692,0.297,3.042
0.040142692,0.296,3.043
0.040206692,0.286,3.055
0.040270692,0.268,3.077
0.040334692,0.249,3.103
0.040398692,0.229,3.130
0.040462692,0.211,3.153
0.040526692,0.197,3.171
0.040590692,0.194,3.178
0.040654692,0.197,3.174
0.040718692,0.207,3.161
0.040782692,0.224,3.141
0.040846692,0.245,3.115
0.040910692,0.266,3.087
0.040974692,0.282,3.063
0.041038692,0.293,3.047
0.041102692,0.297,3.042
0.041166692,0.293,3.047
0.041230692,0.279,3.062
0.041294692,0.261,3.087
0.041358692,0.241,3.114
0.041422692,0.220,3.140
0.041486692,0.204,3.161
0.041550692,0.196,3.175
0.041614692,0.193,3.178
0.041678692,0.200,3.171
0.041742692,0.213,3.153
0.041806692,0.231,3.131
0.041870692,0.252,3.104
0.041934692,0.271,3.078
0.041998692,0.287,3.057
0.042062692,0.297,3.044
0.042126692,0.297,3.042
0.042190692,0.289,3.051
0.042254692,0.272,3.072
0.042318692,0.253,3.096
0.042382692,0.233,3.125
0.042446692,0.213,3.150
0.042510692,0.200,3.168
0.042574692,0.194,3.176
0.042638692,0.196,3.176
0.042702692,0.204,3.165
0.042766692,0.219,3.146
0.042830692,0.240,3.122
0.042894692,0.260,3.095
0.042958692,0.278,3.070
0.043022692,0.292,3.051
0.043086692,0.297,3.043
0.043150692,0.294,3.046
0.043214692,0.283,3.058
0.043278692,0.266,3.081
0.043342692,0.245,3.107
0.043406692,0.224,3.133
0.043470692,0.208,3.157
0.043534692,0.197,3.172
0.043598692,0.193,3.179
0.043662692,0.197,3.175
0.043726692,0.208,3.160
0.043790692,0.226,3.140
0.043854692,0.246,3.112
0.043918692,0.267,3.085
0.043982692,0.283,3.063
0.044046692,0.294,3.048
0.044110692,0.296,3.043
0.044174692,0.292,3.050
0.044238692,0.277,3.066
0.044302692,0.259,3.091
0.044366692,0.238,3.118
0.044430692,0.218,3.145
0.044494692,0.203,3.164
0.044558692,0.194,3.175
0.044622692,0.194,3.178
0.044686692,0.201,3.169
0.044750692,0.215,3.152
0.044814692,0.234,3.129
0.044878692,0.255,3.102
0.044942692,0.274,3.076
0.045006692,0.289,3.055
0.045070692,0.296,3.043
0.045134692,0.296,3.043
0.045198692,0.286,3.054
0.045262692,0.271,3.073
0.045326692,0.250,3.100
0.045390692,0.230,3.127
0.045454692,0.212,3.152
0.045518692,0.198,3.168
0.045582692,0.193,3.178
0.045646692,0.196,3.175
0.045710692,0.207,3.164
0.045774692,0.222,3.144
0.045838692,0.242,3.119
0.045902692,0.263,3.091
0.045966692,0.281,3.068
0.046030692,0.292,3.048
0.046094692,0.297,3.042
0.046158692,0.293,3.046
0.046222692,0.282,3.061
0.046286692,0.264,3.082
0.046350692,0.244,3.110
0.046414692,0.223,3.137
0.046478692,0.207,3.159
0.046542692,0.196,3.174
0.046606692,0.193,3.178
0.046670692,0.198,3.172
0.046734692,0.211,3.156
0.046798692,0.229,3.135
0.046862692,0.249,3.108
0.046926692,0.270,3.082
0.046990692,0.286,3.059
0.047054692,0.294,3.047
0.047118692,0.296,3.043
0.047182692,0.290,3.051
0.047246692,0.275,3.069
0.047310692,0.256,3.093
0.047374692,0.235,3.122
0.047438692,0.216,3.146
0.047502692,0.201,3.167
0.047566692,0.194,3.176
0.047630692,0.194,3.178
0.047694692,0.203,3.168
0.047758692,0.216,3.150
0.047822692,0.237,3.126
0.047886692,0.257,3.099
0.047950692,0.277,3.073
0.048014692,0.290,3.055
0.048078692,0.297,3.043
0.048142692,0.294,3.044
0.048206692,0.285,3.057
0.048270692,0.268,3.078
0.048334692,0.248,3.104
0.048398692,0.227,3.131
0.048462692,0.209,3.156
0.048526692,0.197,3.172
0.048590692,0.193,3.179
0.048654692,0.197,3.175
0.048718692,0.208,3.163
0.048782692,0.223,3.142
0.048846692,0.244,3.116
0.048910692,0.264,3.089
0.048974692,0.282,3.065
0.049038692,0.293,3.050
0.049102692,0.297,3.043
0.049166692,0.293,3.048
0.049230692,0.279,3.063
0.049294692,0.261,3.088
0.049358692,0.241,3.114
0.049422692,0.220,3.141
0.049486692,0.205,3.163
0.049550692,0.196,3.175
0.049614692,0.193,3.178
0.049678692,0.200,3.171
0.049742692,0.213,3.155
0.049806692,0.231,3.133
0.049870692,0.252,3.106
0.049934692,0.272,3.078
0.049998692,0.287,3.058
0.050062692,0.297,3.044
0.050126692,0.297,3.043
0.050190692,0.289,3.053
0.050254692,0.272,3.072
0.050318692,0.253,3.097
0.050382692,0.233,3.125
0.050446692,0.213,3.150
0.050510692,0.200,3.168
0.050574692,0.194,3.178
0.050638692,0.196,3.176
0.050702692,0.204,3.167
0.050766692,0.219,3.146
0.050830692,0.238,3.122
0.050894692,0.260,3.093
0.050958692,0.278,3.070
0.051022692,0.292,3.051
0.051086692,0.297,3.043
0.051150692,0.294,3.044
0.051214692,0.283,3.058
0.051278692,0.267,3.081
0.051342692,0.245,3.107
0.051406692,0.224,3.134
0.051470692,0.208,3.157
0.051534692,0.197,3.174
0.051598692,0.193,3.178
0.051662692,0.197,3.174
0.051726692,0.209,3.159
0.051790692,0.226,3.138
0.051854692,0.246,3.111
0.051918692,0.267,3.084
0.051982692,0.285,3.062
0.052046692,0.294,3.047
0.052110692,0.297,3.042
0.052174692,0.290,3.048
0.052238692,0.278,3.065
0.052302692,0.259,3.089
0.052366692,0.238,3.116
0.052430692,0.219,3.142
0.052494692,0.204,3.163
0.052558692,0.196,3.175
0.052622692,0.194,3.176
0.052686692,0.201,3.168
0.052750692,0.215,3.152
0.052814692,0.234,3.129
0.052878692,0.255,3.102
0.052942692,0.274,3.076
0.053006692,0.289,3.055
0.053070692,0.296,3.043
0.053134692,0.296,3.044
0.053198692,0.287,3.055
0.053262692,0.271,3.074
0.053326692,0.250,3.100
0.053390692,0.230,3.126
0.053454692,0.211,3.152
0.053518692,0.198,3.169
0.053582692,0.193,3.178
0.053646692,0.196,3.176
0.053710692,0.205,3.164
0.053774692,0.222,3.144
0.053838692,0.241,3.119
0.053902692,0.261,3.092
0.053966692,0.279,3.068
0.054030692,0.292,3.050
0.054094692,0.297,3.043
0.054158692,0.293,3.047
0.054222692,0.281,3.061
0.054286692,0.263,3.084
0.054350692,0.242,3.111
0.054414692,0.222,3.138
0.054478692,0.205,3.160
0.054542692,0.196,3.174
0.054606692,0.193,3.179
0.054670692,0.198,3.172
0.054734692,0.211,3.157
0.054798692,0.229,3.135
0.054862692,0.249,3.110
0.054926692,0.270,3.082
0.054990692,0.285,3.061
0.055054692,0.296,3.046
0.055118692,0.296,3.043
0.055182692,0.289,3.051
0.055246692,0.275,3.069
0.055310692,0.256,3.093
0.055374692,0.235,3.122
0.055438692,0.215,3.146
0.055502692,0.201,3.167
0.055566692,0.194,3.176
0.055630692,0.194,3.176
0.055694692,0.203,3.168
0.055758692,0.218,3.149
0.055822692,0.235,3.125
0.055886692,0.257,3.096
0.055950692,0.277,3.072
0.056014692,0.290,3.053
0.056078692,0.297,3.043
0.056142692,0.296,3.043
0.056206692,0.285,3.057
0.056270692,0.268,3.076
0.056334692,0.248,3.103
0.056398692,0.227,3.130
0.056462692,0.209,3.153
0.056526692,0.198,3.171
0.056590692,0.193,3.178
0.056654692,0.197,3.174
0.056718692,0.208,3.160
0.056782692,0.223,3.141
0.056846692,0.245,3.115
0.056910692,0.264,3.087
0.056974692,0.282,3.063
0.057038692,0.293,3.047
0.057102692,0.297,3.042
0.057166692,0.293,3.047
0.057230692,0.279,3.062
0.057294692,0.260,3.087
0.057358692,0.241,3.114
0.057422692,0.220,3.140
0.057486692,0.204,3.161
0.057550692,0.194,3.174
0.057614692,0.194,3.178
0.057678692,0.200,3.171
0.057742692,0.213,3.155
0.057806692,0.231,3.131
0.057870692,0.252,3.104
0.057934692,0.271,3.078
0.057998692,0.287,3.057
0.058062692,0.296,3.044
0.058126692,0.296,3.042
0.058190692,0.289,3.053
0.058254692,0.274,3.070
0.058318692,0.253,3.096
0.058382692,0.233,3.123
0.058446692,0.213,3.149
0.058510692,0.201,3.167
0.058574692,0.194,3.176
0.058638692,0.196,3.175
0.058702692,0.205,3.165
0.058766692,0.219,3.146
0.058830692,0.240,3.122
0.058894692,0.260,3.093
0.058958692,0.279,3.069
0.059022692,0.292,3.051
0.059086692,0.297,3.043
0.059150692,0.294,3.044
0.059214692,0.283,3.058
0.059278692,0.266,3.080
0.059342692,0.246,3.107
0.059406692,0.226,3.133
0.059470692,0.208,3.157
0.059534692,0.197,3.172
0.059598692,0.193,3.178
0.059662692,0.198,3.174
0.059726692,0.209,3.160
0.059790692,0.226,3.138
0.059854692,0.248,3.112
0.059918692,0.267,3.084
0.059982692,0.283,3.062
0.060046692,0.294,3.046
0.060110692,0.297,3.043
0.060174692,0.292,3.050
0.060238692,0.278,3.066
0.060302692,0.259,3.089
0.060366692,0.238,3.118
0.060430692,0.218,3.144
0.060494692,0.203,3.165
0.060558692,0.194,3.176
0.060622692,0.194,3.179
0.060686692,0.201,3.171
0.060750692,0.215,3.155
0.060814692,0.234,3.129
0.060878692,0.255,3.102
0.060942692,0.274,3.076
0.061006692,0.287,3.057
0.061070692,0.296,3.044
0.061134692,0.296,3.043
0.061198692,0.286,3.054
0.061262692,0.270,3.074
0.061326692,0.250,3.100
0.061390692,0.230,3.129
0.061454692,0.211,3.152
0.061518692,0.200,3.171
0.061582692,0.193,3.178
0.061646692,0.196,3.175
0.061710692,0.207,3.163
0.061774692,0.222,3.144
0.061838692,0.242,3.118
0.061902692,0.263,3.091
0.061966692,0.281,3.066
0.062030692,0.293,3.050
0.062094692,0.297,3.042
0.062158692,0.293,3.046
0.062222692,0.281,3.061
0.062286692,0.264,3.084
0.062350692,0.244,3.111
0.062414692,0.222,3.137
0.062478692,0.205,3.160
0.062542692,0.196,3.172
0.062606692,0.193,3.178
0.062670692,0.198,3.172
0.062734692,0.211,3.157
0.062798692,0.229,3.135
0.062862692,0.249,3.108
0.062926692,0.270,3.081
0.062990692,0.286,3.059
0.063054692,0.294,3.046
0.063118692,0.296,3.042
0.063182692,0.290,3.050
0.063246692,0.275,3.068
0.063310692,0.256,3.093
0.063374692,0.235,3.121
0.063438692,0.216,3.146
0.063502692,0.201,3.165
0.063566692,0.194,3.176
0.063630692,0.194,3.178
0.063694692,0.203,3.168
0.063758692,0.218,3.150
0.063822692,0.237,3.126
0.063886692,0.256,3.097
0.063950692,0.277,3.073
